BBLCOUNT        1.0         0
0x7f2254ee98f6 1 8 33
0x7f2254ee9a69 2 2 4
0x7f2254ee9a53 1 6 22
0x7f2254ee9a22 1 5 17
0x7f2254ee9a09 1 6 25
0x7f2254ee9a00 1 2 9
0x7f2254ee9a6d 1 16 72
0x7f2254ee99d3 3 3 11
0x7f2254ee99b1 3 10 34
0x7f2254ee99a8 3 3 9
0x7f2254ee99d3 3 3 11
0x7f2254ee99b1 3 10 34
0x7f2254ee99e4 3 3 9
0x7f2254ee99e2 6 1 2
0x7f2254ee99de 7 2 4
0x7f2254ee99d3 1 3 11
0x7f2254ee999c 1 2 5
0x7f2254ee9985 1 7 23
0x7f2254ee9961 1 8 36
0x7f2254ee9a38 1 3 9
0x7f2254ee9a41 1 5 15
0x7f2254ee9a50 1 7 25
0x7f2254ee98a0 1 11 33
0x7f2254ee98c1 1 3 16
0x7f2254ee98d1 0 2 10
0x7f2254ee9bce 1 8 15
0x7f2254ee9bc6 1 2 8
0x7f2254ee9be0 1 4 24
0x7f2254ee9ba3 1 9 35
0x7f2254ee9b87 0 5 28
0x7f2254ee9b7e 1 2 9
0x7f2254ee9b71 1 4 13
0x7f2254ee9bf8 1 3 13
0x7f2254ee9c05 1 3 17
0x7f2254ee9c16 1 3 19
0x7f2254ee9c29 1 2 13
0x7f2254ee9c36 1 2 11
0x7f2254ee98e2 1 4 20
0x7f2254ee9c9d 0 13 58
0x7f2254ee9c90 1 2 13
0x7f2254ee9c70 1 6 32
0x7f2254ee9c41 1 10 47
0x7f2254ee9f68 1 3 16
0x7f2254ee9f61 0 1 2
0x7f2254ee9f50 1 4 17
0x7f2254ee9f78 1 3 16
0x7f2254eea106 0 2 8
0x7f2254eea10e 0 4 18
0x7f2254eea0f0 1294 2 5
0x7f2254eea193 1008 2 4
0x7f2254eea186 1008 4 13
0x7f2254eea17d 1680 3 9
0x7f2254eea0f8 112 4 14
0x7f2254eea178 1680 2 5
0x7f2254eea0f5 1182 5 17
0x7f2254eea1ea 0 8 15
0x7f2254eea106 0 2 8
0x7f2254eea106 112 2 8
0x7f2254eea136 9 4 17
0x7f2254eea1de 112 3 12
0x7f2254eea10e 112 4 18
0x7f2254eea1d0 1792 4 14
0x7f2254eea120 112 5 22
0x7f2254eea186 0 4 13
0x7f2254eea17d 112 3 9
0x7f2254eea163 112 6 26
0x7f2254eea1b1 52 6 19
0x7f2254eea1c4 0 2 4
0x7f2254eea1c8 0 5 22
0x7f2254eea1ad 24 2 4
0x7f2254eea1b1 24 6 19
0x7f2254eea0b9 112 3 12
0x7f2254eea0c5 111 4 19
0x7f2254eea070 1 11 27
0x7f2254eea19b 52 3 8
0x7f2254eea197 1008 2 4
0x7f2254eea08b 0 4 16
0x7f2254eea0b0 1 2 9
0x7f2254eea0d8 111 2 9
0x7f2254eea0e1 111 2 7
0x7f2254eea1a8 76 2 5
0x7f2254eea1ea 1 8 15
0x7f2254eea0b9 1 3 12
0x7f2254eea0c5 1 4 19
0x7f2254eea0d8 1 2 9
0x7f2254eea0e1 1 2 7
0x7f2254eea14b 0 5 15
0x7f2254eea147 0 2 4
0x7f2254eea550 1 9 38
0x7f2254eea576 1 2 6
0x7f2254eea576 11 2 6
0x7f2254eea550 11 9 38
0x7f2254eea59e 0 2 7
0x7f2254eea599 0 2 5
0x7f2254eea5a8 16 1 2
0x7f2254eea59e 0 2 7
0x7f2254eea599 0 2 5
0x7f2254eea59e 0 2 7
0x7f2254eea5a8 1 1 2
0x7f2254eea580 13 6 25
0x7f2254eea57c 0 2 4
0x7f2254eea576 4 2 6
0x7f2254eea550 5 9 38
0x7f2254eea583 3 5 22
0x7f2254eea57c 3 2 4
0x7f2254eea599 0 2 5
0x7f2254eea580 1 6 25
0x7f2254eea57c 0 2 4
0x7f2254eeb8a0 1 4 13
0x7f2254eeb8ad 1 4 13
0x7f2254eeb8ba 1 21 75
0x7f2254eeb905 1 2 9
0x7f2254eeba26 0 3 11
0x7f2254eeba31 0 4 12
0x7f2254eeb9e8 5 3 7
0x7f2254eeb9ef 5 3 7
0x7f2254eeb9f6 4 4 12
0x7f2254eeba02 0 5 15
0x7f2254eeba11 1 6 21
0x7f2254eeba26 0 3 11
0x7f2254eeba31 0 4 12
0x7f2254eeba08 4 3 9
0x7f2254eeba11 4 6 21
0x7f2254eeba26 2 3 11
0x7f2254eebabe 1 3 16
0x7f2254eebb08 1 2 12
0x7f2254eebaaa 1 4 20
0x7f2254eeba90 1 6 26
0x7f2254eeba88 1 2 8
0x7f2254eeb954 0 2 13
0x7f2254eeb941 1 6 19
0x7f2254eeb917 1 7 42
0x7f2254eeb90e 1 3 9
0x7f2254eebace 0 3 18
0x7f2254eebae0 0 8 34
0x7f2254eeb954 1 2 13
0x7f2254eeb961 1 4 11
0x7f2254eeb96c 1 2 8
0x7f2254eeb974 1 8 30
0x7f2254eeb992 1 2 8
0x7f2254eeb99a 1 12 73
0x7f2254eeba20 1 2 6
0x7f2254eeba31 25 4 12
0x7f2254eeba0b 25 2 6
0x7f2254eeba11 24 6 21
0x7f2254eeba26 23 3 11
0x7f2254eeba40 1 3 13
0x7f2254eeba4d 1 7 32
0x7f2254eec0d0 1 3 11
0x7f2254eebfca 0 1 5
0x7f2254eebfbe 0 3 12
0x7f2254eebf9a 1 5 36
0x7f2254eebf7f 1 6 27
0x7f2254eebf64 1 6 27
0x7f2254eebf55 1 4 15
0x7f2254eebf28 1 8 45
0x7f2254eebf19 1 3 15
0x7f2254eebf0e 1 3 11
0x7f2254eec1e6 1 10 45
0x7f2254eec1e1 1 2 5
0x7f2254eec2cb 1 1 5
0x7f2254eec2c3 1 3 8
0x7f2254eec282 1 1 2
0x7f2254eec272 1 4 16
0x7f2254eec263 1 3 15
0x7f2254eebffb 1 5 21
0x7f2254eebfed 1 3 14
0x7f2254eebfdd 1 3 16
0x7f2254eec1cc 1 3 9
0x7f2254eec1d5 0 4 17
0x7f2254eebfcf 1 3 14
0x7f2254eec1e6 0 10 45
0x7f2254eec239 1 7 26
0x7f2254eec253 1 4 16
0x7f2254eebfca 1 1 5
0x7f2254eec100 1 2 12
0x7f2254eec16c 1 2 9
0x7f2254eec156 1 4 22
0x7f2254eec010 1 9 20
0x7f2254eec140 1 4 22
0x7f2254eec130 1 3 16
0x7f2254eec0e9 0 2 8
0x7f2254eec0db 0 3 14
0x7f2254eebe32 1 1 5
0x7f2254eebc60 1 2 9
0x7f2254eebc69 0 2 5
0x7f2254eebc6e 0 3 9
0x7f2254eec2d0 1 2 12
0x7f2254eebc69 1 2 5
0x7f2254eebc6e 1 3 9
0x7f2254eebc77 1 3 12
0x7f2254eebc83 1 3 14
0x7f2254eebde4 0 1 5
0x7f2254eebdc8 1 7 28
0x7f2254eebc91 1 4 19
0x7f2254eebca4 1 4 19
0x7f2254eebcb7 1 4 17
0x7f2254eebcc8 0 4 19
0x7f2254eebcdb 0 4 23
0x7f2254eebcd4 1 2 7
0x7f2254eebcdb 1 4 23
0x7f2254eebc58 0 3 17
0x7f2254eebc69 0 2 5
0x7f2254eebc4c 8 4 12
0x7f2254eebc58 0 3 17
0x7f2254eebc69 0 2 5
0x7f2254eebe80 1 5 20
0x7f2254eebe94 0 1 5
0x7f2254eebe40 1 6 26
0x7f2254eebe5a 0 1 5
0x7f2254eebd80 1 6 25
0x7f2254eebd99 0 1 5
0x7f2254eebd58 1 7 29
0x7f2254eebc48 1 5 16
0x7f2254eebeaa 1 2 7
0x7f2254eebd75 0 1 5
0x7f2254eebd30 1 7 30
0x7f2254eebd4e 0 1 5
0x7f2254eebe18 1 6 26
0x7f2254eec1b0 1 6 28
0x7f2254eebee3 1 2 12
0x7f2254eebed7 1 2 12
0x7f2254eebec5 1 3 18
0x7f2254eebeb1 1 4 20
0x7f2254eebb20 1 19 67
0x7f2254eebb63 1 3 10
0x7f2254eebb6d 0 8 47
0x7f2254eebb63 111 3 10
0x7f2254eebea5 1 1 5
0x7f2254eebcf2 1 3 16
0x7f2254eebe7a 0 1 5
0x7f2254eebe60 1 6 26
0x7f2254eebe0e 0 1 5
0x7f2254eebdf0 1 7 30
0x7f2254eebc3a 18 3 9
0x7f2254eebc30 18 3 10
0x7f2254eebd26 0 1 5
0x7f2254eebd08 1 7 30
0x7f2254eebc3a 1 3 9
0x7f2254eebb9c 1 32 158
0x7f2254eebb6d 1 8 47
0x7f2254eec2e0 1 1 2
0x7f2254eec532 1 6 15
0x7f2254eec527 1 3 11
0x7f2254eec511 1 6 22
0x7f2254eec4d9 1 2 9
0x7f2254eec4c6 1 6 19
0x7f2254eec4c1 2 2 5
0x7f2254eec4b0 2 4 17
0x7f2254eec4d9 0 2 9
0x7f2254eec4c6 0 6 19
0x7f2254eec4c1 1 2 5
0x7f2254eec4a3 1 3 9
0x7f2254eec48b 1 4 24
0x7f2254eec470 1 7 27
0x7f2254eec690 1 1 2
0x7f2254eec671 11 2 6
0x7f2254eec66c 111 2 5
0x7f2254eec660 112 4 12
0x7f2254eec650 1 4 11
0x7f2254eec65b 0 1 2
0x7f2254eec66c 1 2 5
0x7f2254eec671 1 2 6
0x7f2254eec677 0 2 6
0x7f2254eec710 6 3 16
0x7f2254eec720 5 7 31
0x7f2254eec73f 5 4 15
0x7f2254eec7f0 1 7 37
0x7f2254eec727 1 6 24
0x7f2254eec73f 1 4 15
0x7f2254eec74e 0 9 29
0x7f2254eec7d8 6 4 18
0x7f2254eec74e 1 9 29
0x7f2254eec76b 0 2 9
0x7f2254eec774 0 9 35
0x7f2254eec774 1 9 35
0x7f2254eec797 1 2 10
0x7f2254eec7a1 1 3 12
0x7f2254eec7ad 1 10 38
0x7f2254eec720 12 7 31
0x7f2254eec73f 11 4 15
0x7f2254eec7d8 11 4 18
0x7f2254eec710 12 3 16
0x7f2254eec85c 7 1 5
0x7f2254eec85c 0 1 5
0x7f2254eec840 7 7 23
0x7f2254eec85c 2 1 5
0x7f2254eec85c 0 1 5
0x7f2254eec857 0 2 5
0x7f2254eec840 2 7 23
0x7f2254eec857 0 2 5
0x7f2254eece50 2 19 93
0x7f2254eecead 2 2 4
0x7f2254eeceb1 2 4 15
0x7f2254eecec0 2 12 54
0x7f2254eecf4b 1 6 21
0x7f2254eecf20 1 9 43
0x7f2254eed0f2 1 1 2
0x7f2254eed0e4 1 4 14
0x7f2254eed0d9 1 3 11
0x7f2254eed0d0 1 3 9
0x7f2254eed120 1 7 21
0x7f2254eed135 1 3 10
0x7f2254eed13f 0 2 7
0x7f2254eed151 1 2 6
0x7f2254eed157 0 1 2
0x7f2254eed159 0 5 13
0x7f2254eed177 1 5 10
0x7f2254eeddba 2 1 2
0x7f2254eeddb2 2 2 8
0x7f2254eedda5 2 4 13
0x7f2254eedda0 2 2 5
0x7f2254eede58 2 1 2
0x7f2254eede20 2 3 11
0x7f2254eede2b 2 5 17
0x7f2254eede50 2 2 8
0x7f2254eede3c 2 5 20
0x7f2254eedeaf 1 1 2
0x7f2254eedea0 1 3 7
0x7f2254eedea7 1 2 8
0x7f2254eedf30 1 3 10
0x7f2254eedf3a 1 2 8
0x7f2254eedf42 0 1 2
0x7f2254eedf48 1 4 14
0x7f2254eee002 2 1 2
0x7f2254eedffa 2 2 8
0x7f2254eedff0 2 3 10
0x7f2254eee020 5 2 9
0x7f2254eee029 5 14 33
0x7f2254eee04a 2 8 25
0x7f2254eee098 3 2 5
0x7f2254eee09d 1 2 9
0x7f2254eee0a6 0 9 27
0x7f2254eee04a 3 8 25
0x7f2254eee063 5 2 8
0x7f2254eee06b 5 7 11
0x7f2254eee100 1 2 7
0x7f2254eee107 1 2 8
0x7f2254eee10f 1 1 1
0x7f2254eee12f 4 1 1
0x7f2254eee127 4 2 8
0x7f2254eee120 4 2 7
0x7f2254eee1c0 2 20 80
0x7f2254eee440 1 5 14
0x7f2254eee44e 1 3 12
0x7f2254eee45a 1 2 5
0x7f2254eee45f 1 7 20
0x7f2254eef7aa 3 12 56
0x7f2254eef328 0 3 13
0x7f2254eef2f0 1 12 56
0x7f2254eef2e2 1 4 14
0x7f2254eef770 3 10 58
0x7f2254eef740 17 12 48
0x7f2254eee4fc 22 9 32
0x7f2254eee4fa 44 1 2
0x7f2254eee4e0 111 8 26
0x7f2254eee4a6 56 11 50
0x7f2254eee4a1 84 2 5
0x7f2254eee490 167 6 17
0x7f2254eef880 22 5 18
0x7f2254eef2aa 1 12 56
0x7f2254eef270 1 10 58
0x7f2254eef240 4 12 48
0x7f2254eee4fc 2 9 32
0x7f2254eee4fa 6 1 2
0x7f2254eee4d8 6 10 34
0x7f2254eef3ea 2 12 56
0x7f2254eef3b0 2 10 58
0x7f2254eef380 7 12 48
0x7f2254eeee80 2 12 48
0x7f2254eeeeb0 0 10 58
0x7f2254eeeeea 0 12 56
0x7f2254eef380 2 12 48
0x7f2254eef8a0 143 5 15
0x7f2254eef3b0 2 10 58
0x7f2254eef3ea 2 12 56
0x7f2254eef880 2 5 18
0x7f2254eef892 0 7 29
0x7f2254eef52a 0 12 56
0x7f2254eef4f0 0 10 58
0x7f2254eef4c0 1 12 48
0x7f2254eef892 8 7 29
0x7f2254eef02a 0 12 56
0x7f2254eeeff0 0 10 58
0x7f2254eeefc0 2 12 48
0x7f2254eee503 26 6 25
0x7f2254eef892 16 7 29
0x7f2254eef885 95 4 13
0x7f2254eef02a 2 12 56
0x7f2254eeeff0 2 10 58
0x7f2254eeefc0 2 12 48
0x7f2254eee9b0 1 10 58
0x7f2254eee980 1 12 48
0x7f2254eef7aa 7 12 56
0x7f2254eef770 7 10 58
0x7f2254eef740 8 12 48
0x7f2254eee586 0 9 42
0x7f2254eee547 0 12 63
0x7f2254eee520 67 10 39
0x7f2254eee9ea 1 12 56
0x7f2254eef4c0 1 12 48
0x7f2254eeeb2a 5 12 56
0x7f2254eeeaf0 5 10 58
0x7f2254eef4f0 1 10 58
0x7f2254eee490 9 6 17
0x7f2254eee4a1 7 2 5
0x7f2254eee4a6 1 11 50
0x7f2254eee4e0 8 8 26
0x7f2254eef52a 1 12 56
0x7f2254eee4fa 8 1 2
0x7f2254eee4fc 4 9 32
0x7f2254eee503 4 6 25
0x7f2254eef740 5 12 48
0x7f2254eef770 0 10 58
0x7f2254eef7aa 0 12 56
0x7f2254eef885 6 4 13
0x7f2254eef892 4 7 29
0x7f2254eef8a0 5 5 15
0x7f2254eee840 1 12 48
0x7f2254eee870 0 10 58
0x7f2254eee8aa 0 12 56
0x7f2254eeeac0 5 12 48
0x7f2254ef0243 2 6 20
0x7f2254ef0223 3 9 32
0x7f2254ef0200 3 8 35
0x7f2254ef0258 1 24 98
0x7f2254ef02ba 0 23 96
0x7f2254ef031a 0 23 90
0x7f2254ef0360 1 6 21
0x7f2254ef0456 5 2 4
0x7f2254ef0446 5 5 16
0x7f2254ef0420 5 9 38
0x7f2254ef0420 5 9 38
0x7f2254ef0446 5 5 16
0x7f2254ef0456 2 2 4
0x7f2254ef04a2 3 2 5
0x7f2254ef045a 3 18 72
0x7f2254ef0960 2 3 8
0x7f2254ef0960 5 3 8
0x7f2254ef0990 1 2 5
0x7f2254ef0995 0 2 5
0x7f2254ef099a 0 2 5
0x7f2254ef09a7 1 5 17
0x7f2254ef0970 3 3 9
0x7f2254ef0979 1 2 6
0x7f2254ef097f 1 5 17
0x7f2254ef0990 7 2 5
0x7f2254ef0995 7 2 5
0x7f2254ef099a 4 2 5
0x7f2254ef099f 2 1 2
0x7f2254ef09a1 2 3 6
0x7f2254ef0973 2 2 6
0x7f2254ef0970 6 3 9
0x7f2254ef0979 5 2 6
0x7f2254ef097f 5 5 17
0x7f2254ef0979 2 2 6
0x7f2254ef097f 2 5 17
0x7f2254ef09b8 3 5 13
0x7f2254ef09c5 2 5 17
0x7f2254ef097f 0 5 17
0x7f2254ef0979 0 2 6
0x7f2254ef0973 5 2 6
0x7f2254ef0b6e 2 2 6
0x7f2254ef0bf6 1 1 2
0x7f2254ef0bda 42 7 28
0x7f2254ef0b74 0 3 11
0x7f2254ef0b7f 2 2 6
0x7f2254ef0bf6 1 1 2
0x7f2254ef0bda 2 7 28
0x7f2254ef0b9b 2 14 63
0x7f2254ef0b85 0 5 22
0x7f2254ef0bf8 2 3 10
0x7f2254ef0c02 2 2 5
0x7f2254ef0c21 1 3 9
0x7f2254ef0c1a 1 3 7
0x7f2254ef0c07 1 2 5
0x7f2254ef0b50 4 7 30
# $eof
